"","ensembl_gene_id_orig","ensembl_gene_id","symbol","chromosome","start","end","size"
"1604","ENSG00000092067","ENSG00000092067","CEBPE","14",23117036,23120256,3220
"1605","ENSG00000153879","ENSG00000153879","CEBPG","19",33373685,33382686,9001
"1606","ENSG00000115816","ENSG00000115816","CEBPZ","2",37201612,37231596,29984
"1607","ENSG00000170835","ENSG00000170835","CEL","9",133061981,133071861,9880
"1608","ENSG00000139610","ENSG00000139610","CELA1","12",51328442,51346679,18237
"1609","ENSG00000142615","ENSG00000142615","CELA2A","1",15456728,15472091,15363
"1610","ENSG00000215704","ENSG00000215704","CELA2B","1",15465909,15491395,25486
"1611","ENSG00000142789","ENSG00000142789","CELA3A","1",22001657,22012542,10885
"1612","ENSG00000219073","ENSG00000219073","CELA3B","1",21977022,21998642,21620
"1613","ENSG00000149187","ENSG00000149187","CELF1","11",47465933,47565569,99636
"1614","ENSG00000048740","ENSG00000048740","CELF2","10",10798397,11336675,538278
"1615","ENSG00000159409","ENSG00000159409","CELF3","1",151700058,151716803,16745
"1616","ENSG00000075275","ENSG00000075275","CELSR1","22",46360834,46537620,176786
"1617","ENSG00000143126","ENSG00000143126","CELSR2","1",109249539,109275751,26212
"1618","ENSG00000008300","ENSG00000008300","CELSR3","3",48636463,48662886,26423
"1619","ENSG00000103888","ENSG00000103888","CEMIP","15",80779343,80951776,172433
"1620","ENSG00000205923","ENSG00000205923","CEMP1","16",2530035,2531417,1382
"1621","ENSG00000184524","ENSG00000184524","CEND1","11",787115,790113,2998
"1622","ENSG00000115163","ENSG00000115163","CENPA","2",26764289,26801067,36778
"1623","ENSG00000125817","ENSG00000125817","CENPB","20",3783851,3786740,2889
"1624","ENSG00000145241","ENSG00000145241","CENPC","4",67468762,67545503,76741
"1625","ENSG00000138778","ENSG00000138778","CENPE","4",103105349,103198445,93096
"1626","ENSG00000117724","ENSG00000117724","CENPF","1",214603185,214664574,61389
"1627","ENSG00000102384","ENSG00000102384","CENPI","X",101098188,101166126,67938
"1628","ENSG00000151849","ENSG00000151849","CENPJ","13",24882279,24922889,40610
"1629","ENSG00000100162","ENSG00000100162","CENPM","22",41938737,41947152,8415
"1630","ENSG00000166451","ENSG00000166451","CENPN","16",81006552,81033114,26562
"1631","ENSG00000138092","ENSG00000138092","CENPO","2",24793136,24822376,29240
"1632","ENSG00000031691","ENSG00000031691","CENPQ","6",49463370,49493107,29737
"1633","ENSG00000102901","ENSG00000102901","CENPT","16",67828157,67847811,19654
"1634","ENSG00000151725","ENSG00000151725","CENPU","4",184694085,184734130,40045
"1635","ENSG00000116198","ENSG00000116198","CEP104","1",3812086,3857396,45310
"1636","ENSG00000174799","ENSG00000174799","CEP135","4",55948871,56033361,84490
"1637","ENSG00000135315","ENSG00000135315","CEP162","6",84124241,84227643,103402
"1638","ENSG00000110274","ENSG00000110274","CEP164","11",117314557,117413266,98709
"1639","ENSG00000276725","ENSG00000276725","CEP170","HSCHR1_3_CTG32_1",136536,267429,130893
"1640","ENSG00000099814","ENSG00000099814","CEP170B","14",104865268,104896747,31479
"1641","ENSG00000101639","ENSG00000101639","CEP192","18",12991362,13125052,133690
"1642","ENSG00000126001","ENSG00000126001","CEP250","20",35455164,35519280,64116
"1643","ENSG00000198707","ENSG00000198707","CEP290","12",88049016,88142099,93083
"1644","ENSG00000135837","ENSG00000135837","CEP350","1",179954674,180114880,160206
"1645","ENSG00000106477","ENSG00000106477","CEP41","7",130393771,130442433,48662
"1646","ENSG00000138180","ENSG00000138180","CEP55","10",93496612,93529092,32480
"1647","ENSG00000166037","ENSG00000166037","CEP57","11",95789965,95832693,42728
"1648","ENSG00000182923","ENSG00000182923","CEP63","3",134485699,134587789,102090
"1649","ENSG00000011523","ENSG00000011523","CEP68","2",65056354,65087004,30650
"1650","ENSG00000114107","ENSG00000114107","CEP70","3",138494344,138594538,100194
"1651","ENSG00000112877","ENSG00000112877","CEP72","5",612340,667168,54828
"1652","ENSG00000101624","ENSG00000101624","CEP76","18",12661833,12702777,40944
"1653","ENSG00000173588","ENSG00000173588","CEP83","12",94306449,94459988,153539
"1654","ENSG00000130695","ENSG00000130695","CEP85","1",26234200,26278808,44608
"1655","ENSG00000182504","ENSG00000182504","CEP97","3",101724534,101770562,46028
"1656","ENSG00000134255","ENSG00000134255","CEPT1","1",111139479,111185104,45625
"1657","ENSG00000100422","ENSG00000100422","CERK","22",46684410,46738252,53842
"1658","ENSG00000223802","ENSG00000223802","CERS1","19",18868545,18896727,28182
"1659","ENSG00000143418","ENSG00000143418","CERS2","1",150960583,150975003,14420
"1660","ENSG00000090661","ENSG00000090661","CERS4","19",8206736,8262421,55685
"1661","ENSG00000172292","ENSG00000172292","CERS6","2",168456249,168775134,318885
"1662","ENSG00000262243","ENSG00000262243","CES1","HSCHR16_1_CTG3_1",26724,57055,30331
"1663","ENSG00000172831","ENSG00000172831","CES2","16",66934444,66945096,10652
"1664","ENSG00000172828","ENSG00000172828","CES3","16",66961245,66975149,13904
"1665","ENSG00000147400","ENSG00000147400","CETN2","X",152826994,152830757,3763
"1666","ENSG00000153140","ENSG00000153140","CETN3","5",90392257,90409766,17509
"1667","ENSG00000087237","ENSG00000087237","CETP","16",56961923,56983845,21922
"1668","ENSG00000070761","ENSG00000070761","CFAP20","16",58113592,58129381,15789
"1669","ENSG00000197748","ENSG00000197748","CFAP43","10",104129888,104232364,102476
"1670","ENSG00000206530","ENSG00000206530","CFAP44","3",113286930,113441610,154680
"1671","ENSG00000213085","ENSG00000213085","CFAP45","1",159872364,159900165,27801
"1672","ENSG00000105792","ENSG00000105792","CFAP69","7",90245174,90311063,65889
"1673","ENSG00000204359","ENSG00000204359","CFB","HSCHR6_MHC_MANN_CTG1",3250627,3255741,5114
"1674","ENSG00000274619","ENSG00000274619","CFD","HSCHR19_5_CTG2",38523,42509,3986
"1675","ENSG00000153774","ENSG00000153774","CFDP1","16",75293698,75433503,139805
"1676","ENSG00000000971","ENSG00000000971","CFH","1",196651754,196752476,100722
"1677","ENSG00000244414","ENSG00000244414","CFHR1","1",196819731,196837159,17428
"1678","ENSG00000134365","ENSG00000134365","CFHR4","1",196888014,196918795,30781
"1679","ENSG00000134389","ENSG00000134389","CFHR5","1",196975010,197009678,34668
"1680","ENSG00000205403","ENSG00000205403","CFI","4",109731008,109802150,71142
"1681","ENSG00000172757","ENSG00000172757","CFL1","11",65823022,65862026,39004
"1682","ENSG00000003402","ENSG00000003402","CFLAR","2",201116154,201176687,60533
"1683","ENSG00000126759","ENSG00000126759","CFP","X",47623172,47630305,7133
"1684","ENSG00000001626","ENSG00000001626","CFTR","7",117287120,117715971,428851
"1685","ENSG00000135346","ENSG00000135346","CGA","6",87085498,87095106,9608
"1686","ENSG00000196337","ENSG00000196337","CGB7","19",49054274,49058860,4586
"1687","ENSG00000163320","ENSG00000163320","CGGBP1","3",88051944,88149885,97941
"1688","ENSG00000138028","ENSG00000138028","CGREF1","2",27098889,27119128,20239
"1689","ENSG00000100532","ENSG00000100532","CGRRF1","14",54509812,54539292,29480
"1690","ENSG00000138135","ENSG00000138135","CH25H","10",89205629,89207317,1688
"1691","ENSG00000128965","ENSG00000128965","CHAC1","15",40952962,40956512,3550
"1692","ENSG00000136457","ENSG00000136457","CHAD","17",50464496,50468906,4410
"1693","ENSG00000167670","ENSG00000167670","CHAF1A","19",4402640,4445018,42378
"1694","ENSG00000159259","ENSG00000159259","CHAF1B","21",36385392,36419015,33623
"1695","ENSG00000070748","ENSG00000070748","CHAT","10",49609095,49667942,58847
"1696","ENSG00000106153","ENSG00000106153","CHCHD2","7",56101573,56106476,4903
"1697","ENSG00000106554","ENSG00000106554","CHCHD3","7",132784870,133082090,297220
"1698","ENSG00000170791","ENSG00000170791","CHCHD7","8",56211686,56218809,7123
"1699","ENSG00000153922","ENSG00000153922","CHD1","5",98853985,98929007,75022
"1700","ENSG00000131778","ENSG00000131778","CHD1L","1",147242654,147295765,53111
"1701","ENSG00000173575","ENSG00000173575","CHD2","15",92886203,93027996,141793
"1702","ENSG00000170004","ENSG00000170004","CHD3","17",7884796,7912760,27964
"1703","ENSG00000111642","ENSG00000111642","CHD4","12",6570082,6614524,44442
"1704","ENSG00000171316","ENSG00000171316","CHD7","8",60678740,60868028,189288
"1705","ENSG00000100888","ENSG00000100888","CHD8","14",21385194,21456126,70932
"1706","ENSG00000177200","ENSG00000177200","CHD9","16",53054991,53329150,274159
"1707","ENSG00000149554","ENSG00000149554","CHEK1","11",125625163,125676255,51092
"1708","ENSG00000183765","ENSG00000183765","CHEK2","22",28687743,28742422,54679
"1709","ENSG00000085872","ENSG00000085872","CHERP","19",16517894,16542437,24543
"1710","ENSG00000072609","ENSG00000072609","CHFR","12",132822187,132956304,134117
"1711","ENSG00000276781","ENSG00000276781","CHGA","HSCHR14_7_CTG1",37642,49855,12213
"1712","ENSG00000089199","ENSG00000089199","CHGB","20",5911510,5925353,13843
"1713","ENSG00000133048","ENSG00000133048","CHI3L1","1",203178931,203186704,7773
"1714","ENSG00000064886","ENSG00000064886","CHI3L2","1",111200771,111243440,42669
"1715","ENSG00000134216","ENSG00000134216","CHIA","1",111290851,111320566,29715
"1716","ENSG00000109220","ENSG00000109220","CHIC2","4",54009789,54064605,54816
"1717","ENSG00000133063","ENSG00000133063","CHIT1","1",203212827,203273641,60814
"1718","ENSG00000110721","ENSG00000110721","CHKA","11",68052859,68121444,68585
"1719","ENSG00000100288","ENSG00000100288","CHKB","22",50578959,50601455,22496
"1720","ENSG00000134121","ENSG00000134121","CHL1","3",196763,409417,212654
"1721","ENSG00000188419","ENSG00000188419","CHM","X",85861180,86047561,186381
"1722","ENSG00000203668","ENSG00000203668","CHML","1",241628851,241640369,11518
"1723","ENSG00000131165","ENSG00000131165","CHMP1A","16",89640816,89657738,16922
"1724","ENSG00000255112","ENSG00000255112","CHMP1B","18",11851413,11854444,3031
"1725","ENSG00000130724","ENSG00000130724","CHMP2A","19",58551452,58555105,3653
"1726","ENSG00000083937","ENSG00000083937","CHMP2B","3",87227271,87255556,28285
"1727","ENSG00000115561","ENSG00000115561","CHMP3","2",86503430,86563479,60049
"1728","ENSG00000254505","ENSG00000254505","CHMP4A","14",24209615,24213830,4215
"1729","ENSG00000086065","ENSG00000086065","CHMP5","9",33264879,33282070,17191
"1730","ENSG00000176108","ENSG00000176108","CHMP6","17",80991598,81009517,17919
"1731","ENSG00000147457","ENSG00000147457","CHMP7","8",23243637,23262000,18363
"1732","ENSG00000128656","ENSG00000128656","CHN1","2",174798809,175005381,206572
"1733","ENSG00000106069","ENSG00000106069","CHN2","7",29146547,29514328,367781
"1734","ENSG00000110172","ENSG00000110172","CHORDC1","11",90200429,90223077,22648
"1735","ENSG00000187446","ENSG00000187446","CHP1","15",41230839,41281887,51048
"1736","ENSG00000166869","ENSG00000166869","CHP2","16",23755026,23758935,3909
"1737","ENSG00000123989","ENSG00000123989","CHPF","2",219538954,219543809,4855
"1738","ENSG00000033100","ENSG00000033100","CHPF2","7",151232483,151240979,8496
"1739","ENSG00000111666","ENSG00000111666","CHPT1","12",101696947,101744140,47193
"1740","ENSG00000090539","ENSG00000090539","CHRD","3",184380054,184390736,10682
"1741","ENSG00000101938","ENSG00000101938","CHRDL1","X",110673856,110795819,121963
"1742","ENSG00000275917","ENSG00000275917","CHRFAM7A","HSCHR15_4_CTG8",2646214,2678539,32325
"1743","ENSG00000181072","ENSG00000181072","CHRM2","7",136868652,137020255,151603
"1744","ENSG00000133019","ENSG00000133019","CHRM3","1",239386565,239915452,528887
"1745","ENSG00000184984","ENSG00000184984","CHRM5","15",33968497,34067458,98961
"1746","ENSG00000138435","ENSG00000138435","CHRNA1","2",174747592,174787935,40343
"1747","ENSG00000080644","ENSG00000080644","CHRNA3","15",78593052,78621295,28243
"1748","ENSG00000101204","ENSG00000101204","CHRNA4","20",63343223,63378401,35178
"1749","ENSG00000169684","ENSG00000169684","CHRNA5","15",78565520,78595269,29749
"1750","ENSG00000274542","ENSG00000274542","CHRNA7","HSCHR15_4_CTG8",4315611,4454253,138642
"1751","ENSG00000174343","ENSG00000174343","CHRNA9","4",40335333,40355217,19884
"1752","ENSG00000170175","ENSG00000170175","CHRNB1","17",7445061,7457710,12649
"1753","ENSG00000160716","ENSG00000160716","CHRNB2","1",154567778,154580013,12235
"1754","ENSG00000117971","ENSG00000117971","CHRNB4","15",78624111,78727754,103643
"1755","ENSG00000135902","ENSG00000135902","CHRND","2",232525993,232536667,10674
"1756","ENSG00000108556","ENSG00000108556","CHRNE","17",4897771,4934438,36667
"1757","ENSG00000196811","ENSG00000196811","CHRNG","2",232539692,232548115,8423
"1758","ENSG00000175264","ENSG00000175264","CHST1","11",45647689,45665622,17933
"1759","ENSG00000115526","ENSG00000115526","CHST10","2",100391860,100417668,25808
"1760","ENSG00000171310","ENSG00000171310","CHST11","12",104455295,104762014,306719
"1761","ENSG00000136213","ENSG00000136213","CHST12","7",2403588,2448484,44896
"1762","ENSG00000182022","ENSG00000182022","CHST15","10",124007668,124093598,85930
"1763","ENSG00000175040","ENSG00000175040","CHST2","3",143119771,143124014,4243
"1764","ENSG00000122863","ENSG00000122863","CHST3","10",71964395,72013558,49163
"1765","ENSG00000140835","ENSG00000140835","CHST4","16",71525233,71538748,13515
"1766","ENSG00000135702","ENSG00000135702","CHST5","16",75528530,75536108,7578
"1767","ENSG00000183196","ENSG00000183196","CHST6","16",75472052,75495445,23393
"1768","ENSG00000147119","ENSG00000147119","CHST7","X",46573765,46598496,24731
"1769","ENSG00000124302","ENSG00000124302","CHST8","19",33621953,33773509,151556
"1770","ENSG00000131873","ENSG00000131873","CHSY1","15",101175727,101252048,76321
"1771","ENSG00000160679","ENSG00000160679","CHTOP","1",153633982,153646306,12324
"1772","ENSG00000213341","ENSG00000213341","CHUK","10",100188300,100229596,41296
"1773","ENSG00000144021","ENSG00000144021","CIAO1","2",96266159,96274173,8014
"1774","ENSG00000005194","ENSG00000005194","CIAPIN1","16",57428187,57447420,19233
"1775","ENSG00000185043","ENSG00000185043","CIB1","15",90229975,90234047,4072
"1776","ENSG00000136425","ENSG00000136425","CIB2","15",78104606,78131535,26929
"1777","ENSG00000079432","ENSG00000079432","CIC","19",42268537,42295797,27260
"1778","ENSG00000176194","ENSG00000176194","CIDEA","18",12254361,12277595,23234
"1779","ENSG00000136305","ENSG00000136305","CIDEB","14",24305187,24311430,6243
"1780","ENSG00000187288","ENSG00000187288","CIDEC","3",9866711,9880255,13544
"1781","ENSG00000179583","ENSG00000179583","CIITA","16",10866222,10943021,76799
"1782","ENSG00000138615","ENSG00000138615","CILP","15",65194760,65211473,16713
"1783","ENSG00000100865","ENSG00000100865","CINP","14",102341102,102362916,21814
"1784","ENSG00000138433","ENSG00000138433","CIR1","2",174348022,174395712,47690
"1785","ENSG00000099622","ENSG00000099622","CIRBP","19",1259384,1274880,15496
"1786","ENSG00000122873","ENSG00000122873","CISD1","10",58269162,58289586,20424
"1787","ENSG00000114737","ENSG00000114737","CISH","3",50606489,50611774,5285
"1788","ENSG00000122966","ENSG00000122966","CIT","12",119685791,119877320,191529
"1789","ENSG00000125931","ENSG00000125931","CITED1","X",72301638,72307187,5549
"1790","ENSG00000164442","ENSG00000164442","CITED2","6",139371807,139374648,2841
"1791","ENSG00000148337","ENSG00000148337","CIZ1","9",128161251,128204383,43132
"1792","ENSG00000136108","ENSG00000136108","CKAP2","13",52455429,52476628,21199
"1793","ENSG00000136026","ENSG00000136026","CKAP4","12",106237881,106304279,66398
"1794","ENSG00000175216","ENSG00000175216","CKAP5","11",46743048,46846308,103260
"1795","ENSG00000166165","ENSG00000166165","CKB","14",103519667,103522833,3166
"1796","ENSG00000217555","ENSG00000217555","CKLF","16",66552563,66566251,13688
"1797","ENSG00000104879","ENSG00000104879","CKM","19",45306413,45322875,16462
"1798","ENSG00000223572","ENSG00000223572","CKMT1A","15",43692886,43699222,6336
"1799","ENSG00000237289","ENSG00000237289","CKMT1B","15",43593054,43604901,11847
"1800","ENSG00000131730","ENSG00000131730","CKMT2","5",81233320,81266398,33078
"1801","ENSG00000173207","ENSG00000173207","CKS1B","1",154974653,154979251,4598
"1802","ENSG00000123975","ENSG00000123975","CKS2","9",89311195,89316703,5508
"1803","ENSG00000074054","ENSG00000074054","CLASP1","2",121337776,121649476,311700
"1804","ENSG00000163539","ENSG00000163539","CLASP2","3",33496245,33718356,222111
"1805","ENSG00000104859","ENSG00000104859","CLASRP","19",45039045,45070956,31911
"1806","ENSG00000105205","ENSG00000105205","CLC","19",39731255,39738029,6774
"1807","ENSG00000016490","ENSG00000016490","CLCA1","1",86468368,86500259,31891
"1808","ENSG00000137975","ENSG00000137975","CLCA2","1",86424171,86456553,32382
"1809","ENSG00000016602","ENSG00000016602","CLCA4","1",86547078,86580754,33676
"1810","ENSG00000121940","ENSG00000121940","CLCC1","1",108881885,108963527,81642
"1811","ENSG00000175505","ENSG00000175505","CLCF1","11",67364168,67374177,10009
"1812","ENSG00000188037","ENSG00000188037","CLCN1","7",143316111,143352083,35972
"1813","ENSG00000114859","ENSG00000114859","CLCN2","3",184346185,184361650,15465
"1814","ENSG00000109572","ENSG00000109572","CLCN3","4",169612633,169723673,111040
"1815","ENSG00000073464","ENSG00000073464","CLCN4","X",10156975,10237660,80685
"1816","ENSG00000171365","ENSG00000171365","CLCN5","X",49922596,50099235,176639
"1817","ENSG00000011021","ENSG00000011021","CLCN6","1",11806096,11848079,41983
"1818","ENSG00000103249","ENSG00000103249","CLCN7","16",1444934,1475077,30143
"1819","ENSG00000186510","ENSG00000186510","CLCNKA","1",16018875,16034050,15175
"1820","ENSG00000184908","ENSG00000184908","CLCNKB","1",16040252,16057311,17059
"1821","ENSG00000163347","ENSG00000163347","CLDN1","3",190305707,190322446,16739
"1822","ENSG00000134873","ENSG00000134873","CLDN10","13",95433604,95579759,146155
"1823","ENSG00000013297","ENSG00000013297","CLDN11","3",170418868,170454733,35865
"1824","ENSG00000159261","ENSG00000159261","CLDN14","21",36460621,36576569,115948
"1825","ENSG00000106404","ENSG00000106404","CLDN15","7",101232092,101238820,6728
"1826","ENSG00000113946","ENSG00000113946","CLDN16","3",190322541,190412138,89597
"1827","ENSG00000066405","ENSG00000066405","CLDN18","3",137998735,138033655,34920
"1828","ENSG00000165215","ENSG00000165215","CLDN3","7",73768997,73770270,1273
"1829","ENSG00000189143","ENSG00000189143","CLDN4","7",73799542,73832690,33148
"1830","ENSG00000184113","ENSG00000184113","CLDN5","22",19523024,19527545,4521
"1831","ENSG00000184697","ENSG00000184697","CLDN6","16",3014712,3020071,5359
"1832","ENSG00000181885","ENSG00000181885","CLDN7","17",7259903,7263983,4080
"1833","ENSG00000156284","ENSG00000156284","CLDN8","21",30214006,30216097,2091
"1834","ENSG00000213937","ENSG00000213937","CLDN9","16",3012923,3014505,1582
"1835","ENSG00000080822","ENSG00000080822","CLDND1","3",98497912,98523066,25154
"1836","ENSG00000132514","ENSG00000132514","CLEC10A","17",7074537,7080307,5770
"1837","ENSG00000105472","ENSG00000105472","CLEC11A","19",50723364,50725708,2344
"1838","ENSG00000038532","ENSG00000038532","CLEC16A","16",10944539,11182186,237647
"1839","ENSG00000150048","ENSG00000150048","CLEC1A","12",10069554,10111627,42073
"1840","ENSG00000165682","ENSG00000165682","CLEC1B","12",9985642,10013424,27782
"1841","ENSG00000110852","ENSG00000110852","CLEC2B","12",9852369,9869386,17017
"1842","ENSG00000069493","ENSG00000069493","CLEC2D","12",9664969,9699553,34584
"1843","ENSG00000163815","ENSG00000163815","CLEC3B","3",45001548,45036071,34523
"1844","ENSG00000111729","ENSG00000111729","CLEC4A","12",8123617,8138607,14990
"1845","ENSG00000166523","ENSG00000166523","CLEC4E","12",8533305,8540905,7600
"1846","ENSG00000104938","ENSG00000104938","CLEC4M","19",7763210,7769605,6395
"1847","ENSG00000258227","ENSG00000258227","CLEC5A","7",141927357,141947007,19650
"1848","ENSG00000172243","ENSG00000172243","CLEC7A","12",10116777,10130258,13481
"1849","ENSG00000153132","ENSG00000153132","CLGN","4",140388453,140427661,39208
"1850","ENSG00000230685","ENSG00000230685","CLIC1","HSCHR6_MHC_COX_CTG1",3207869,3217043,9174
"1851","ENSG00000155962","ENSG00000155962","CLIC2","X",155276211,155334657,58446
"1852","ENSG00000169583","ENSG00000169583","CLIC3","9",136994608,136996568,1960
"1853","ENSG00000169504","ENSG00000169504","CLIC4","1",24745382,24844321,98939
"1854","ENSG00000112782","ENSG00000112782","CLIC5","6",45880827,46080348,199521
"1855","ENSG00000113282","ENSG00000113282","CLINT1","5",157785743,157859145,73402
"1856","ENSG00000130779","ENSG00000130779","CLIP1","12",122271432,122422669,151237
"1857","ENSG00000106665","ENSG00000106665","CLIP2","7",74289407,74405935,116528
"1858","ENSG00000105270","ENSG00000105270","CLIP3","19",36014660,36033343,18683
"1859","ENSG00000115295","ENSG00000115295","CLIP4","2",29097705,29199777,102072
"1860","ENSG00000013441","ENSG00000013441","CLK1","2",200853009,200864691,11682
"1861","ENSG00000261893","ENSG00000261893","CLK2","HSCHR1_2_CTG31",67891,83514,15623
"1862","ENSG00000179335","ENSG00000179335","CLK3","15",74598500,74645414,46914
"1863","ENSG00000113240","ENSG00000113240","CLK4","5",178602664,178630615,27951
"1864","ENSG00000165959","ENSG00000165959","CLMN","14",95181940,95319908,137968
"1865","ENSG00000188603","ENSG00000188603","CLN3","16",28474111,28495575,21464
"1866","ENSG00000102805","ENSG00000102805","CLN5","13",76990660,77019143,28483
"1867","ENSG00000128973","ENSG00000128973","CLN6","15",68206992,68257211,50219
"1868","ENSG00000278220","ENSG00000278220","CLN8","HSCHR8_7_CTG1",168436,199228,30792
"1869","ENSG00000074201","ENSG00000074201","CLNS1A","11",77514936,77637794,122858
"1870","ENSG00000134852","ENSG00000134852","CLOCK","4",55427903,55546909,119006
"1871","ENSG00000172409","ENSG00000172409","CLP1","11",57648188,57661865,13677
"1872","ENSG00000162129","ENSG00000162129","CLPB","11",72285495,72434680,149185
"1873","ENSG00000125656","ENSG00000125656","CLPP","19",6361531,6370242,8711
"1874","ENSG00000137392","ENSG00000137392","CLPS","6",35794982,35797344,2362
"1875","ENSG00000104853","ENSG00000104853","CLPTM1","19",44954585,44993341,38756
"1876","ENSG00000166855","ENSG00000166855","CLPX","15",65148219,65185342,37123
"1877","ENSG00000092853","ENSG00000092853","CLSPN","1",35720218,35769978,49760
"1878","ENSG00000171603","ENSG00000171603","CLSTN1","1",9728926,9823984,95058
"1879","ENSG00000158258","ENSG00000158258","CLSTN2","3",139935185,140577397,642212
"1880","ENSG00000139182","ENSG00000139182","CLSTN3","12",7129698,7158945,29247
"1881","ENSG00000122705","ENSG00000122705","CLTA","9",36190856,36304781,113925
"1882","ENSG00000175416","ENSG00000175416","CLTB","5",176392501,176416539,24038
"1883","ENSG00000141367","ENSG00000141367","CLTC","17",59619680,59696956,77276
"1884","ENSG00000070371","ENSG00000070371","CLTCL1","22",19179473,19291719,112246
"1885","ENSG00000120885","ENSG00000120885","CLU","8",27596917,27614700,17783
"1886","ENSG00000103351","ENSG00000103351","CLUAP1","16",3500976,3539048,38072
"1887","ENSG00000132361","ENSG00000132361","CLUH","17",2689386,2712663,23277
"1888","ENSG00000079101","ENSG00000079101","CLUL1","18",596988,650334,53346
"1889","ENSG00000092009","ENSG00000092009","CMA1","14",24505353,24508265,2912
"1890","ENSG00000111726","ENSG00000111726","CMAS","12",22046218,22065674,19456
"1891","ENSG00000103121","ENSG00000103121","CMC2","16",80966448,81020270,53822
"1892","ENSG00000182712","ENSG00000182712","CMC4","X",155061622,155071136,9514
"1893","ENSG00000174600","ENSG00000174600","CMKLR1","12",108288044,108339317,51273
"1894","ENSG00000162368","ENSG00000162368","CMPK1","1",47333790,47394866,61076
"1895","ENSG00000091317","ENSG00000091317","CMTM6","3",32481312,32502852,21540
"1896","ENSG00000137200","ENSG00000137200","CMTR1","6",37433219,37482827,49608
"1897","ENSG00000169714","ENSG00000169714","CNBP","3",129167827,129183922,16095
"1898","ENSG00000133313","ENSG00000133313","CNDP2","18",74495816,74523454,27638
"1899","ENSG00000198515","ENSG00000198515","CNGA1","4",47935977,48016681,80704
"1900","ENSG00000144191","ENSG00000144191","CNGA3","2",98346188,98398601,52413
"1901","ENSG00000070729","ENSG00000070729","CNGB1","16",57882340,57971128,88788
"1902","ENSG00000100528","ENSG00000100528","CNIH1","14",54423561,54441391,17830
"1903","ENSG00000143771","ENSG00000143771","CNIH4","1",224356858,224379459,22601
"1904","ENSG00000142675","ENSG00000142675","CNKSR1","1",26177484,26189884,12400
"1905","ENSG00000149970","ENSG00000149970","CNKSR2","X",21372801,21654695,281894
"1906","ENSG00000130176","ENSG00000130176","CNN1","19",11538767,11550323,11556
"1907","ENSG00000064666","ENSG00000064666","CNN2","19",1026586,1039068,12482
"1908","ENSG00000117519","ENSG00000117519","CNN3","1",94896949,94927223,30274
"1909","ENSG00000119946","ENSG00000119946","CNNM1","10",99329356,99394330,64974
"1910","ENSG00000148842","ENSG00000148842","CNNM2","10",102918294,103090222,171928
"1911","ENSG00000168763","ENSG00000168763","CNNM3","2",96816245,96835382,19137
"1912","ENSG00000158158","ENSG00000158158","CNNM4","2",96760902,96811874,50972
"1913","ENSG00000125107","ENSG00000125107","CNOT1","16",58519951,58629885,109934
"1914","ENSG00000111596","ENSG00000111596","CNOT2","12",70243002,70354993,111991
"1915","ENSG00000277615","ENSG00000277615","CNOT3","HSCHR19LRC_PGF2_CTG3_1",112549,130558,18009
"1916","ENSG00000080802","ENSG00000080802","CNOT4","7",135361795,135510145,148350
"1917","ENSG00000113300","ENSG00000113300","CNOT6","5",180494379,180578358,83979
"1918","ENSG00000198791","ENSG00000198791","CNOT7","8",17224966,17246878,21912
"1919","ENSG00000155508","ENSG00000155508","CNOT8","5",154857553,154876792,19239
"1920","ENSG00000144580","ENSG00000144580","CNOT9","2",218568580,218597080,28500
"1921","ENSG00000173786","ENSG00000173786","CNP","17",41966763,41977740,10977
"1922","ENSG00000115649","ENSG00000115649","CNPPD1","2",219171897,219178106,6209
"1923","ENSG00000257727","ENSG00000257727","CNPY2","12",56309842,56316119,6277
"1924","ENSG00000137161","ENSG00000137161","CNPY3","6",42929480,42939294,9814
"1925","ENSG00000166997","ENSG00000166997","CNPY4","7",100119634,100125508,5874
"1926","ENSG00000118432","ENSG00000118432","CNR1","6",88139864,88166347,26483
"1927","ENSG00000188822","ENSG00000188822","CNR2","1",23870515,23913362,42847
"1928","ENSG00000242689","ENSG00000242689","CNTF","11",58622665,58625733,3068
"1929","ENSG00000122756","ENSG00000122756","CNTFR","9",34551432,34590140,38708
"1930","ENSG00000044459","ENSG00000044459","CNTLN","9",17134982,17503923,368941
"1931","ENSG00000018236","ENSG00000018236","CNTN1","12",40692439,41072415,379976
"1932","ENSG00000184144","ENSG00000184144","CNTN2","1",205042937,205078289,35352
"1933","ENSG00000134115","ENSG00000134115","CNTN6","3",1092658,1404217,311559
"1934","ENSG00000108797","ENSG00000108797","CNTNAP1","17",42682531,42699993,17462
"1935","ENSG00000278728","ENSG00000278728","CNTNAP2","HSCHR7_3_CTG6",2415,204593,202178
"1936","ENSG00000119397","ENSG00000119397","CNTRL","9",121074660,121177729,103069
"1937","ENSG00000106603","ENSG00000106603","COA1","7",43608456,43729717,121261
"1938","ENSG00000183978","ENSG00000183978","COA3","17",42795147,42798704,3557
"1939","ENSG00000181924","ENSG00000181924","COA4","11",73872667,73876901,4234
"1940","ENSG00000162377","ENSG00000162377","COA7","1",52684449,52698347,13898
"1941","ENSG00000068120","ENSG00000068120","COASY","17",42561467,42566277,4810
"1942","ENSG00000106078","ENSG00000106078","COBL","7",51016212,51316818,300606
